record_id,student_id,student_name,level,department,course_code,course_name,semester_days,attendance_percent_norm,ca_score_norm,participation_score_0_5,lms_logins,risk_score,predicted_success_rate,risk_level,risk_numeric,recommended_action
REC10084,STU02795,Efe C.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6764,0.4669,3.4,29,0.3646,0.6354,Low,0,No immediate action
REC10085,STU00478,Jide C.,Year 1,Computer Science,GST111,Communication in English,98,0.371,0.2043,0.3,11,1,0,High,2,Advisor review and peer tutorial recommendation
REC10086,STU00415,Kemi E.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6058,0.6269,3.0,14,0.4068,0.5932,Medium,1,Monitor and recommend targeted support
REC10087,STU01343,Ife G.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7546,0.7103,3.1,30,0.2692,0.7308,Low,0,No immediate action
REC10088,STU02127,Nedu V.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5015,0.6043,2.6,26,0.5545,0.4455,Medium,1,Monitor and recommend targeted support
REC10089,STU02249,Ada V.,Year 1,Computer Science,PHY102,General Physics II,98,0.4608,0.5769,3.8,29,0.5218,0.4782,Medium,1,Monitor and recommend targeted support
REC10090,STU01103,Tolu F.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6577,0.8128,1.9,21,0.3528,0.6472,Low,0,No immediate action
REC10091,STU02612,Uche R.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6942,0.7166,3.5,29,0.2786,0.7214,Low,0,No immediate action
REC10092,STU01086,Somto D.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.9086,0.5813,3.1,22,0.2708,0.7292,Low,0,No immediate action
REC10093,STU00480,Uche B.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6934,0.8102,3.3,22,0.2802,0.7198,Low,0,No immediate action
REC10094,STU00072,Nedu T.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5856,0.2501,2.1,42,0.6067,0.3933,Medium,1,Monitor and recommend targeted support
REC10095,STU01257,Amaka N.,Year 1,Computer Science,GST111,Communication in English,98,0.7856,0.8222,3.2,22,0.2438,0.7562,Low,0,No immediate action
REC10096,STU01427,Chidi H.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8984,0.8925,4.3,42,0.1009,0.8991,Low,0,No immediate action
REC10097,STU00989,Somto Z.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7269,0.6608,4.4,38,0.235,0.765,Low,0,No immediate action
REC10098,STU01133,Nedu V.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5948,0.6655,3.1,20,0.3772,0.6228,Low,0,No immediate action
REC10099,STU01904,Dami P.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8516,0.7598,4.3,47,0.1594,0.8406,Low,0,No immediate action
REC10100,STU01734,Lara C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8199,0.5733,4.0,33,0.24,0.76,Low,0,No immediate action
REC10101,STU01493,Nora F.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.9167,0.8234,2.7,43,0.1783,0.8217,Low,0,No immediate action
REC10102,STU00674,Uche C.,Year 1,Computer Science,PHY102,General Physics II,98,0.7512,0.6097,3.3,47,0.2846,0.7154,Low,0,No immediate action
REC10103,STU00851,Ayo E.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6895,0.5726,3.4,29,0.3276,0.6724,Low,0,No immediate action
REC10104,STU00033,Nedu V.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9308,0.741,5,19,0.1472,0.8528,Low,0,No immediate action
REC10105,STU02500,Chidi G.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.403,0.3164,2.8,19,0.7937,0.2063,High,2,Advisor review and peer tutorial recommendation
REC10106,STU00977,Teni Y.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.2908,0.3628,3.2,12,0.8301,0.1699,High,2,Advisor review and peer tutorial recommendation
REC10107,STU02442,Dami E.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8756,0.416,2.3,52,0.433,0.567,Medium,1,Monitor and recommend targeted support
REC10108,STU02047,Tolu D.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6839,0.6037,4.8,45,0.2533,0.7467,Low,0,No immediate action
REC10109,STU00842,Ife E.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7359,0.3913,3.5,30,0.4564,0.5436,Medium,1,Monitor and recommend targeted support
REC10110,STU00650,Lekan V.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7445,0.6189,3.8,55,0.2645,0.7355,Low,0,No immediate action
REC10111,STU00530,Nedu Z.,Year 1,Computer Science,GST111,Communication in English,98,0.7087,0.6414,2.8,15,0.3662,0.6338,Low,0,No immediate action
REC10112,STU02073,Efe S.,Year 1,Computer Science,PHY102,General Physics II,98,0.1566,0.3761,1.4,4,0.9763,0.0237,High,2,Advisor review and peer tutorial recommendation
REC10113,STU01934,Efe M.,Year 1,Computer Science,GST111,Communication in English,98,0.5508,0.7073,5,60,0.2675,0.7325,Low,0,No immediate action
REC10114,STU00677,Nifemi O.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.9414,0.7845,3.7,40,0.1401,0.8599,Low,0,No immediate action
REC10115,STU01674,Ireti Y.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.9126,0.5717,3.5,32,0.2255,0.7745,Low,0,No immediate action
REC10116,STU01307,Dami A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.9566,0.6348,4.2,41,0.1589,0.8411,Low,0,No immediate action
REC10117,STU02302,Femi F.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7344,0.696,4.0,42,0.2374,0.7626,Low,0,No immediate action
REC10118,STU00814,Tara U.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.809,0.8274,5,47,0.1282,0.8718,Low,0,No immediate action
REC10119,STU01940,Dami D.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8472,0.3776,4.9,49,0.3518,0.6482,Low,0,No immediate action
REC10120,STU02470,Lekan I.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.804,0.8129,2.0,30,0.2627,0.7373,Low,0,No immediate action
REC10121,STU01680,Efe Y.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6102,0.4651,4.5,52,0.3364,0.6636,Low,0,No immediate action
REC10122,STU02691,Ayo W.,Year 1,Computer Science,PHY102,General Physics II,98,0.7456,0.5386,3.4,34,0.3042,0.6958,Low,0,No immediate action
REC10123,STU02763,Mira L.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6638,0.7696,4.1,50,0.2396,0.7604,Low,0,No immediate action
REC10124,STU00464,Rita B.,Year 1,Computer Science,GST111,Communication in English,98,0.8578,0.6316,3.9,40,0.2114,0.7886,Low,0,No immediate action
REC10125,STU01065,Lekan V.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.528,0.3809,5.0,41,0.5945,0.4055,Medium,1,Monitor and recommend targeted support
REC10126,STU01772,Ireti Y.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5202,0.2432,2.1,14,0.8121,0.1879,High,2,Advisor review and peer tutorial recommendation
REC10127,STU02762,Nifemi U.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.913,0.7784,4.3,48,0.1293,0.8707,Low,0,No immediate action
REC10128,STU02070,Chidi W.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8468,0.7273,3.7,40,0.1951,0.8049,Low,0,No immediate action
REC10129,STU02640,Chidi V.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7048,0.6812,3.8,25,0.2852,0.7148,Low,0,No immediate action
REC10130,STU00173,Zara L.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.9016,0.4739,1.5,37,0.3372,0.6628,Low,0,No immediate action
REC10131,STU02195,Kemi S.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8962,0.9682,4.8,51,0.0591,0.9409,Low,0,No immediate action
REC10132,STU02537,Chidi D.,Year 1,Computer Science,GST111,Communication in English,98,0.6278,0.3294,4.6,27,0.4834,0.5166,Medium,1,Monitor and recommend targeted support
REC10133,STU00791,Mira Z.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4559,0.3967,4.1,26,0.675,0.325,High,2,Advisor review and peer tutorial recommendation
REC10134,STU00695,Ayo T.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.9472,0.3239,3.3,47,0.392,0.608,Medium,1,Monitor and recommend targeted support
REC10135,STU02417,Bayo R.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.5929,0.4256,4.6,39,0.4512,0.5488,Medium,1,Monitor and recommend targeted support
REC10136,STU01923,Tobi V.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.342,0.6581,4.4,43,0.5098,0.4902,Medium,1,Monitor and recommend targeted support
REC10137,STU02067,Amaka N.,Year 1,Computer Science,PHY102,General Physics II,98,0.4613,0.3479,2.8,20,0.7579,0.2421,High,2,Advisor review and peer tutorial recommendation
REC10138,STU02218,Ada W.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9113,0.8812,4.6,39,0.0871,0.9129,Low,0,No immediate action
REC10139,STU01518,Dara L.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7714,0.7285,3.6,26,0.2493,0.7507,Low,0,No immediate action
REC10140,STU01829,Ada R.,Year 1,Computer Science,PHY102,General Physics II,98,0.8078,0.3076,3.2,28,0.4709,0.5291,Medium,1,Monitor and recommend targeted support
REC10141,STU00500,Dami V.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7595,0.706,4.3,18,0.2573,0.7427,Low,0,No immediate action
REC10142,STU01960,Nifemi G.,Year 1,Computer Science,PHY102,General Physics II,98,0.7015,0.7385,0.8,22,0.4385,0.5615,Medium,1,Monitor and recommend targeted support
REC10143,STU01709,Nora R.,Year 1,Computer Science,PHY102,General Physics II,98,0.2451,0.3523,1.7,25,0.8717,0.1283,High,2,Advisor review and peer tutorial recommendation
REC10144,STU00864,Teni Y.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8992,0.7579,3.5,41,0.1729,0.8271,Low,0,No immediate action
REC10145,STU02532,Kemi W.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7993,0.6313,3.2,31,0.268,0.732,Low,0,No immediate action
REC10146,STU01039,Ada Q.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6786,0.6046,2.3,44,0.3552,0.6448,Low,0,No immediate action
REC10147,STU01212,Seyi G.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7736,0.7399,4.2,43,0.2006,0.7994,Low,0,No immediate action
REC10148,STU02549,Ife T.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.892,0.5574,3.6,14,0.2891,0.7109,Low,0,No immediate action
REC10149,STU02361,Tolu P.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.2015,0.1441,0.7,7,1,0,High,2,Advisor review and peer tutorial recommendation
REC10150,STU01558,Mira P.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8264,0.6826,4.5,26,0.2051,0.7949,Low,0,No immediate action
REC10151,STU00570,Jide N.,Year 1,Computer Science,PHY102,General Physics II,98,0.8023,0.6491,1.4,22,0.361,0.639,Low,0,No immediate action
REC10152,STU01296,Femi D.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6478,0.4722,1.7,15,0.4853,0.5147,Medium,1,Monitor and recommend targeted support
REC10153,STU01822,Femi C.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6408,0.782,2.0,57,0.3291,0.6709,Low,0,No immediate action
REC10154,STU02268,Ada P.,Year 1,Computer Science,PHY102,General Physics II,98,0.357,0.2573,1.7,10,0.9014,0.0986,High,2,Advisor review and peer tutorial recommendation
REC10155,STU00855,Tolu M.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7602,0.6842,3.1,45,0.2667,0.7333,Low,0,No immediate action
REC10156,STU00881,Femi F.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7772,0.7347,5,60,0.1687,0.8313,Low,0,No immediate action
REC10157,STU01170,Femi Q.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.5745,0.1575,0.3,14,0.8081,0.1919,High,2,Advisor review and peer tutorial recommendation
REC10158,STU02454,Ada W.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4783,0.6066,2.9,35,0.5307,0.4693,Medium,1,Monitor and recommend targeted support
REC10159,STU00631,Ada I.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.9371,0.8297,3.7,33,0.1282,0.8718,Low,0,No immediate action
REC10160,STU01486,Ada U.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7875,0.6164,4.4,41,0.2241,0.7759,Low,0,No immediate action
REC10161,STU02769,Uche O.,Year 1,Computer Science,PHY102,General Physics II,98,0.7751,0.407,5,35,0.3679,0.6321,Low,0,No immediate action
REC10162,STU00276,Tolu P.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7246,0.6256,2.6,15,0.3726,0.6274,Low,0,No immediate action
REC10163,STU01677,Bayo Z.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.765,0.8574,2.9,22,0.2534,0.7466,Low,0,No immediate action
REC10164,STU01746,Nedu M.,Year 1,Computer Science,GST111,Communication in English,98,0.9805,0.8662,3.9,42,0.0919,0.9081,Low,0,No immediate action
REC10165,STU00643,Teni K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8716,0.5189,2.8,34,0.2837,0.7163,Low,0,No immediate action
REC10166,STU01379,Ada I.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5561,0.7915,2.8,37,0.3281,0.6719,Low,0,No immediate action
REC10167,STU02351,Chidi R.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.3079,0.3067,3.6,20,0.7996,0.2004,High,2,Advisor review and peer tutorial recommendation
REC10168,STU00237,Nedu C.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.791,0.5361,2.7,47,0.3148,0.6852,Low,0,No immediate action
REC10169,STU00703,Ada A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.922,0.8494,5,39,0.0764,0.9236,Low,0,No immediate action
REC10170,STU00411,Tobi E.,Year 1,Computer Science,PHY102,General Physics II,98,0.4902,0.4586,1.0,26,0.7067,0.2933,High,2,Advisor review and peer tutorial recommendation
REC10171,STU01655,Dami A.,Year 1,Computer Science,GST111,Communication in English,98,0.3317,0.6035,3.3,15,0.6284,0.3716,High,2,Advisor review and peer tutorial recommendation
REC10172,STU02348,Kemi D.,Year 1,Computer Science,GST111,Communication in English,98,0.4895,0.3672,1.0,26,0.8344,0.1656,High,2,Advisor review and peer tutorial recommendation
REC10173,STU01490,Amaka M.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6694,0.5488,3.3,28,0.3499,0.6501,Low,0,No immediate action
REC10174,STU00466,Mira S.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.471,0.3444,1.8,16,0.8073,0.1927,High,2,Advisor review and peer tutorial recommendation
REC10175,STU02555,Ife T.,Year 1,Computer Science,PHY102,General Physics II,98,0.7609,0.7465,2.9,39,0.2557,0.7443,Low,0,No immediate action
REC10176,STU00246,Jide R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7904,0.7257,4.3,27,0.2115,0.7885,Low,0,No immediate action
REC10177,STU02382,Bayo E.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6933,0.6357,2.9,15,0.3701,0.6299,Low,0,No immediate action
REC10178,STU00458,Lekan C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5691,0.7799,1.9,38,0.3624,0.6376,Low,0,No immediate action
REC10179,STU01947,Teni B.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8395,0.7589,2.6,29,0.2438,0.7562,Low,0,No immediate action
REC10180,STU01566,Kemi O.,Year 1,Computer Science,GST111,Communication in English,98,0.4995,0.7081,2.3,33,0.5158,0.4842,Medium,1,Monitor and recommend targeted support
REC10181,STU01266,Rita N.,Year 1,Computer Science,GST111,Communication in English,98,0.8699,0.5353,4.0,54,0.2314,0.7686,Low,0,No immediate action
REC10182,STU02053,Tobi Y.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8287,0.3154,1.4,22,0.5506,0.4494,Medium,1,Monitor and recommend targeted support
REC10183,STU02629,Zara H.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8115,0.7181,3.0,20,0.2787,0.7213,Low,0,No immediate action
REC10184,STU00526,Muna B.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6828,0.5955,2.4,43,0.3522,0.6478,Low,0,No immediate action
REC10185,STU00430,Ireti Y.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6169,0.626,0.6,21,0.5172,0.4828,Medium,1,Monitor and recommend targeted support
REC10186,STU02516,Ife K.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8551,0.8533,3.7,38,0.154,0.846,Low,0,No immediate action
REC10187,STU00709,Kene M.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.3369,0.3057,0.6,12,0.9728,0.0272,High,2,Advisor review and peer tutorial recommendation
REC10188,STU00649,Tobi V.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8063,0.5832,5,43,0.2025,0.7975,Low,0,No immediate action
REC10189,STU00065,Amaka I.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5313,0.8341,3.1,45,0.4333,0.5667,Medium,1,Monitor and recommend targeted support
REC10190,STU00467,Lekan X.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.4725,0.3659,1.2,19,0.8151,0.1849,High,2,Advisor review and peer tutorial recommendation
REC10191,STU02181,Dara H.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.2795,0.2053,1.3,20,0.9334,0.0666,High,2,Advisor review and peer tutorial recommendation
REC10192,STU00381,Amaka H.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6622,0.8523,3.6,25,0.2589,0.7411,Low,0,No immediate action
REC10193,STU02563,Nora Q.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6481,0.7355,4.2,42,0.2521,0.7479,Low,0,No immediate action
REC10194,STU01407,Lara J.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.692,0.6157,2.4,29,0.3537,0.6463,Low,0,No immediate action
REC10195,STU01616,Uche E.,Year 1,Computer Science,PHY102,General Physics II,98,0.6655,0.6258,2.1,3,0.4529,0.5471,Medium,1,Monitor and recommend targeted support
REC10196,STU02212,Tobi H.,Year 1,Computer Science,PHY102,General Physics II,98,0.8597,0.4815,1.3,20,0.3984,0.6016,Medium,1,Monitor and recommend targeted support
REC10197,STU02371,Zara O.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7987,0.7298,3.9,23,0.2352,0.7648,Low,0,No immediate action
REC10198,STU01446,Dami C.,Year 1,Computer Science,PHY102,General Physics II,98,0.4395,0.4141,1.8,14,0.8051,0.1949,High,2,Advisor review and peer tutorial recommendation
REC10199,STU00366,Lekan P.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7705,0.3774,3.1,35,0.4546,0.5454,Medium,1,Monitor and recommend targeted support
REC10200,STU02049,Nifemi J.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.4397,0.7299,5,33,0.4252,0.5748,Medium,1,Monitor and recommend targeted support
REC10201,STU01613,Muna Q.,Year 1,Computer Science,GST111,Communication in English,98,0.1524,0.1416,0.7,18,1,0,High,2,Advisor review and peer tutorial recommendation
REC10202,STU00372,Tara F.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6668,0.7127,2.5,32,0.3215,0.6785,Low,0,No immediate action
REC10203,STU02185,Jide G.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.4067,0.1144,0.8,0,1,0,High,2,Advisor review and peer tutorial recommendation
REC10204,STU00025,Tara C.,Year 1,Computer Science,PHY102,General Physics II,98,0.699,0.7013,3.4,40,0.274,0.726,Low,0,No immediate action
REC10205,STU00949,Kene O.,Year 1,Computer Science,GST111,Communication in English,98,0.7366,0.7107,2.2,37,0.3041,0.6959,Low,0,No immediate action
REC10206,STU02493,Ife R.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8904,0.7209,3.1,27,0.2209,0.7791,Low,0,No immediate action
REC10207,STU00904,Tobi C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6885,0.6918,3.4,30,0.2892,0.7108,Low,0,No immediate action
REC10208,STU01990,Kene H.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7254,0.5063,2.1,36,0.374,0.626,Low,0,No immediate action
REC10209,STU01659,Tolu R.,Year 1,Computer Science,PHY102,General Physics II,98,0.7154,0.5496,2.7,33,0.341,0.659,Low,0,No immediate action
REC10210,STU02082,Tobi K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.4531,0.5853,1.5,20,0.6419,0.3581,High,2,Advisor review and peer tutorial recommendation
REC10211,STU00194,Efe H.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8976,0.914,4.6,65,0.0828,0.9172,Low,0,No immediate action
REC10212,STU01041,Seyi N.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.2848,0.3939,2.3,4,0.8837,0.1163,High,2,Advisor review and peer tutorial recommendation
REC10213,STU02748,Nifemi L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.3923,0.4686,1.7,19,0.6963,0.3037,High,2,Advisor review and peer tutorial recommendation
REC10214,STU00044,Mira A.,Year 1,Computer Science,GST111,Communication in English,98,0.892,0.561,3.6,27,0.2482,0.7518,Low,0,No immediate action
REC10215,STU01971,Bayo I.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.41,0.4044,1.1,31,0.7958,0.2042,High,2,Advisor review and peer tutorial recommendation
REC10216,STU00795,Dami W.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8406,0.5801,4.3,34,0.2177,0.7823,Low,0,No immediate action
REC10217,STU00783,Ayo N.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.426,0.2688,0,16,0.96,0.04,High,2,Advisor review and peer tutorial recommendation
REC10218,STU01446,Nifemi W.,Year 1,Computer Science,PHY102,General Physics II,98,0.7851,0.5184,3.5,34,0.2904,0.7096,Low,0,No immediate action
REC10219,STU00743,Femi G.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7993,0.5193,2.5,36,0.3245,0.6755,Low,0,No immediate action
REC10220,STU00185,Kemi A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7768,0.2736,0.9,29,0.6224,0.3776,High,2,Advisor review and peer tutorial recommendation
REC10221,STU00984,Zara R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6742,0.2793,2.1,21,0.5982,0.4018,Medium,1,Monitor and recommend targeted support
REC10222,STU01396,Dami X.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.3892,0.1169,0.7,1,1,0,High,2,Advisor review and peer tutorial recommendation
REC10223,STU01888,Nedu V.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.819,0.6673,2.7,27,0.2816,0.7184,Low,0,No immediate action
REC10224,STU02112,Uche B.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6939,0.564,2.5,34,0.3532,0.6468,Low,0,No immediate action
REC10225,STU01640,Lara T.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4195,0.4026,0.7,22,0.8761,0.1239,High,2,Advisor review and peer tutorial recommendation
REC10226,STU00231,Tolu O.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.2506,0.3296,1.2,5,0.9576,0.0424,High,2,Advisor review and peer tutorial recommendation
REC10227,STU02318,Tolu V.,Year 1,Computer Science,PHY102,General Physics II,98,0.3996,0.6551,1.2,41,0.6156,0.3844,Medium,1,Monitor and recommend targeted support
REC10228,STU01597,Dara I.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7183,0.7066,3.2,23,0.3023,0.6977,Low,0,No immediate action
REC10229,STU01302,Muna F.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6955,0.232,1.7,13,0.6444,0.3556,High,2,Advisor review and peer tutorial recommendation
REC10230,STU02596,Tara U.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.143,0.1363,1.2,10,1,0,High,2,Advisor review and peer tutorial recommendation
REC10231,STU02465,Lekan Q.,Year 1,Computer Science,GST111,Communication in English,98,0.9492,0.8857,2.9,51,0.1386,0.8614,Low,0,No immediate action
REC10232,STU00422,Ife O.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.514,0.5876,2.0,18,0.603,0.397,Medium,1,Monitor and recommend targeted support
REC10233,STU00184,Kene F.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8898,0.8338,5,33,0.0939,0.9061,Low,0,No immediate action
REC10234,STU01358,Kene R.,Year 1,Computer Science,PHY102,General Physics II,98,0.7234,0.5455,3.4,42,0.311,0.689,Low,0,No immediate action
REC10235,STU01049,Chidi B.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.56,0.6449,3.0,50,0.3625,0.6375,Low,0,No immediate action
REC10236,STU02734,Jide X.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.9076,0.8987,3.9,64,0.1113,0.8887,Low,0,No immediate action
REC10237,STU02688,Tolu Q.,Year 1,Computer Science,PHY102,General Physics II,98,0.6804,0.6519,3.7,26,0.3047,0.6953,Low,0,No immediate action
REC10238,STU01353,Dara X.,Year 1,Computer Science,GST111,Communication in English,98,0.8915,0.8656,4.4,52,0.1077,0.8923,Low,0,No immediate action
REC10239,STU01935,Kene E.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4044,0.4106,0,20,0.9138,0.0862,High,2,Advisor review and peer tutorial recommendation
REC10240,STU02760,Ireti F.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5403,0.6354,1.2,19,0.6071,0.3929,Medium,1,Monitor and recommend targeted support
REC10241,STU00274,Ife I.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.088,0.3859,1.1,14,0.9822,0.0178,High,2,Advisor review and peer tutorial recommendation
REC10242,STU00985,Tolu F.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6834,0.7558,4.3,28,0.2422,0.7578,Low,0,No immediate action
REC10243,STU02260,Zara R.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.9499,0.8168,2.6,50,0.171,0.829,Low,0,No immediate action
REC10244,STU01333,Lara Z.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8698,0.4802,3.1,34,0.284,0.716,Low,0,No immediate action
REC10245,STU00268,Kene E.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.798,0.7234,2.8,49,0.2518,0.7482,Low,0,No immediate action
REC10246,STU01655,Nedu C.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7751,0.8391,2.7,40,0.2302,0.7698,Low,0,No immediate action
REC10247,STU00513,Bayo U.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6956,0.4894,4.1,28,0.3252,0.6748,Low,0,No immediate action
